KeggID,C1,C2,C3,Cd1,Cd2,Cd3
K02701,6556,7967,7646,5791,5235,5625
K20547,167,213,193,910,842,1011
K20547,1516,1681,1434,1148,1250,1388
K20547,1312,1481,1061,3432,3505,4355
K03322,52,81,50,29,53,51
K23504,16,24,20,42,62,56
K23504,15,24,13,60,52,61
K05757,161,171,183,178,163,164
K05757,166,139,163,132,148,190
K00797,84,95,87,46,68,44
K13347,571,682,643,494,524,563
K01883,454,569,546,460,516,523
K05648,830,899,999,1200,1169,1225
K08486,60,61,60,2,0,1
K00975,6047,7287,5827,2691,3502,2917
K14012,854,1030,857,1147,1139,1186
K14012,854,1024,884,1084,1125,1250
K12620,1491,1849,1619,1610,1511,1668
K00876,834,1008,933,1448,1629,1879
K00876,873,994,869,1472,1589,1925
K08873,1913,2249,1841,1926,2421,2245
K20028,475,607,482,595,548,596
K20028,457,638,501,617,518,587
K11426,72,109,87,87,89,75
K10752,274,336,338,380,368,398
K00850,255,325,258,395,583,714
K13600,2256,2913,2595,2434,3565,3216
K03010,868,1082,1052,1470,1480,1597
K03019,73,77,128,69,67,66
K10046,1921,2321,1922,8033,8186,9818
K16315,88,89,137,68,66,36
K01719,441,627,652,493,422,419
K19035,1271,1491,1548,969,860,1084
K09422,611,739,705,170,203,197
K12736,864,1201,1021,1097,1161,1172
K13181,407,548,495,348,404,418
K11135,3876,4671,4606,4163,4300,4308
K08245,2402,2772,2452,2045,2252,2537
K08245,2434,2785,2559,2027,2133,2382
K09540,1196,1352,1218,1616,1658,1793
K19993,64,59,61,23,20,26
K02520,823,954,1026,764,781,787
K14848,468,577,571,474,512,472
K20347,355,424,384,367,373,419
K02986,1,1,4,2,1,2
K05757,286,324,302,300,283,357
K20667,380,495,443,500,541,434
K21843,566,707,628,515,633,681
K21843,463,606,589,548,559,575
K11251,161,223,189,70,95,68
K10359,3,3,2,0,0,0
K10359,1,0,5,1,3,0
K17411,160,220,171,163,217,215
K13484,397,460,491,270,213,219
K09422,1172,1579,1567,1271,1379,1457
K22614,418,445,458,303,383,325
K19033,57,72,56,77,65,59
K19033,54,69,46,64,74,61
K19033,55,78,59,83,69,81
K19033,58,62,61,75,57,71
K19033,50,74,61,65,75,77
K20478,1470,1736,1509,1314,1816,1606
K10903,97,150,104,78,80,64
K00660,7,3,2,23,29,33
K10903,17,12,15,26,16,20
K02971,3407,4180,4588,4352,3766,4316
K02971,2761,3500,3729,3801,3007,3645
K11434,99,111,103,105,121,139
K11434,99,125,137,109,119,128
K11434,98,150,120,115,134,140
K11434,95,118,116,99,145,123
K11434,98,114,116,99,114,129
K04567,976,1272,1193,931,976,987
K15170,189,263,235,256,274,279
K03025,129,199,174,134,124,148
K22138,636,746,635,571,584,768
K22138,619,710,581,545,563,728
K01537,82,113,134,81,63,58
K01537,78,89,110,60,59,54
K01537,40,60,71,42,41,46
K01176,18,19,26,18,29,15
K18277,342,460,335,496,537,620
K18798,2280,2867,2425,4440,4490,5814
K11168,256,418,347,567,530,498
K01858,1530,2038,1728,7536,6931,8167
K14790,261,324,285,246,317,273
K21889,1887,2425,2438,5452,5579,6520
K05681,6,14,8,5,10,8
K10088,396,530,429,376,360,401
K00858,0,0,0,1,0,0
K00858,1638,2193,1892,1429,1673,1696
K13173,910,1138,1060,1046,1117,1259
K01641,591,737,621,752,839,960
K02575,6,4,5,4,8,4
K02575,18,9,11,18,16,31
K02575,88,95,61,95,97,116
K02575,4,6,1,5,14,4
K02575,0,2,0,0,0,2
K02575,3,2,1,1,0,2
K02575,0,1,0,2,2,3
K02575,2,2,2,1,2,2
K02575,0,1,0,1,0,0
K02575,1,6,1,0,0,5
K02575,1,4,1,0,0,3
K02575,1,5,0,3,5,5
K02575,1,0,0,8,1,4
K12823,2764,3418,3026,3224,3327,3482
K16283,540,764,705,809,735,914
K16283,574,721,726,792,743,956
K15191,3247,4118,3457,3685,3859,4217
K15191,3123,3922,3373,3602,3794,4138
K16466,37,64,42,78,57,90
K13458,258,355,324,271,283,291
K13458,284,373,330,259,268,297
K03017,1,0,1,0,0,0
K02259,144,186,150,91,120,119
K02259,148,167,128,126,135,128
K00416,988,1310,1194,1251,1133,1350
K00416,809,1157,936,1109,960,1196
K06682,549,792,642,507,554,680
K13681,233,295,280,210,220,210
K00660,12,23,10,15,3,15
K10782,1056,1185,1093,1133,1132,1230
K19306,172,234,228,189,217,231
K02949,5063,6272,6639,5972,5067,5754
K01530,1962,2606,2060,9761,11088,13850
K09667,701,755,823,721,768,722
K09667,248,285,291,260,221,317
K09667,263,312,265,248,255,284
K00417,1659,2026,1965,2162,2055,2507
K01759,3369,4205,4751,4775,4818,4732
K14802,397,483,448,512,619,646
K14802,405,491,409,480,606,669
K14802,389,505,411,527,563,704
K06234,16,22,37,7,5,0
K10268,177,256,200,661,744,838
K03686,1214,1543,1459,1861,1902,1957
K14842,2324,3062,2831,2800,2812,3041
K20547,600,602,554,532,530,671
K24737,207,225,204,103,117,111
K14785,160,188,206,211,239,239
K03165,1007,1163,1203,1524,1511,1601
K04123,210,280,239,173,169,198
K04123,211,280,238,190,171,217
K00799,1803,2001,1902,20666,19422,24641
K01070,521,718,700,732,852,874
K11266,291,332,391,410,419,418
K24748,297,422,367,362,410,433
K02901,5617,6302,7124,6341,5801,6404
K02876,353,459,444,408,365,386
K03657,304,314,348,223,214,227
K00254,308,422,408,332,335,386
K15892,554,670,572,435,410,504
K02866,14537,17012,17751,29823,29225,33987
K24752,203,250,200,199,160,176
K24752,183,240,215,162,196,157
K24752,209,224,250,174,183,174
K10255,2506,3015,2766,3105,3097,3465
K10255,2577,3139,2765,3078,3196,3475
K10255,2539,3040,2947,3293,3025,3490
K10255,2503,3025,2787,3094,3223,3385
K00547,267,303,305,341,365,403
K03809,230,307,255,381,364,428
K03809,232,313,275,359,387,441
K02940,14144,16906,16449,16318,16565,16808
K11600,191,294,286,120,147,162
K17777,401,416,466,313,357,452
K06133,5,5,2,1,3,3
K06133,3,5,7,2,1,2
K06133,8,5,4,2,0,2
K06133,4,5,6,2,1,1
K12447,86,129,114,114,123,94
K12447,103,126,92,113,120,96
K00451,1837,2084,2125,1671,1453,1858
K03216,449,559,664,378,407,387
K03801,159,209,204,122,125,107
K03512,69,74,54,30,27,25
K03512,63,60,52,37,26,35
K03512,47,62,49,40,19,29
K03512,37,20,31,20,16,12
K14546,205,248,258,141,154,123
K14546,203,215,227,116,124,94
K13983,670,779,910,852,816,868
K03147,3841,4014,4294,1503,1578,1135
K03146,7628,9089,9064,6763,6014,6124
K03146,7041,8796,8406,6519,5846,5896
K15332,445,496,548,252,315,187
K02900,8249,9626,9514,8322,8752,9470
K10994,27,25,42,16,18,18
K10994,26,23,29,25,17,20
K10994,27,21,22,18,21,16
K10994,30,31,27,21,22,13
K10994,19,27,23,11,21,14
K10994,22,26,24,18,21,20
K10994,15,36,24,16,16,15
K10994,22,30,25,20,19,17
K01052,11,8,11,1,3,12
K15627,309,395,342,345,378,451
K15627,314,386,307,376,382,444
K02897,78,94,108,85,73,79
K02897,85,126,116,92,73,66
K02140,1560,1755,1689,1520,1563,1616
K13192,201,267,218,208,212,240
K13192,207,257,233,203,215,225
K13192,190,265,201,201,209,230
K08234,30,41,37,20,29,21
K03327,89,133,102,50,35,52
K03327,108,102,117,34,48,48
K03327,89,126,97,42,44,34
K11434,229,253,268,215,251,269
K11434,212,270,260,209,222,267
K11434,160,172,196,144,134,140
K00799,10,6,9,3,4,2
K14427,162,158,175,286,288,271
K14427,189,164,157,302,256,306
K15255,68,80,67,71,53,73
K09503,4311,5593,4647,8553,8353,9786
K05749,1512,1735,1761,1122,1234,1236
K03676,29,34,32,36,26,53
K03676,658,791,773,954,994,1348
K03676,633,790,737,1034,1011,1310
K24544,142,156,166,85,114,84
K22614,510,756,525,358,363,418
K03094,0,0,0,0,0,0
K00799,193,249,255,713,651,818
K00521,40,27,33,1,4,4
K00521,38,31,27,0,12,5
K00521,26,28,14,0,3,6
K00521,125,159,129,22,29,32
K00521,313,366,266,48,64,52
K00521,42,45,32,7,7,9
K20623,6,19,11,9,2,1
K03030,618,663,770,1035,1026,1174
K01904,1526,2117,1667,11125,10382,13261
K01859,537,635,663,579,599,723
K13280,87,103,83,62,73,78
K24193,173,254,234,454,516,624
K08472,1383,1621,1543,2773,2759,3446
K15340,133,163,185,175,143,184
K00430,766,1061,595,804,634,902
K00430,328,428,313,235,297,286
K00430,108,121,54,93,82,133
K00430,39,57,36,31,40,51
K00430,56,103,69,59,82,101
K00430,24,14,16,18,25,30
K00430,28,54,32,22,30,33
K00430,60,104,53,58,46,74
K03098,77,152,136,666,698,915
K11805,195,282,218,118,107,121
K11805,205,215,234,128,111,145
K18121,816,978,906,752,791,836
K15139,108,195,165,171,141,205
K10576,882,970,829,928,933,1035
K10576,774,980,860,1029,929,1048
K15014,166,202,260,942,989,1212
K15014,99,108,136,639,646,821
K13065,109,91,82,66,72,71
K23504,0,7,1,1,10,17
K23504,3,7,2,11,10,8
K23504,3,7,2,6,6,15
K20547,37,40,34,19,17,16
K23504,141,264,258,166,231,153
K23504,179,264,250,161,192,132
K23504,48,52,47,26,39,31
K20547,70,61,67,47,48,29
K20547,67,80,67,46,39,30
K01177,117,154,162,95,104,110
K01177,108,169,156,127,107,130
K01177,101,151,135,112,103,102
K00604,228,290,257,154,155,152
K10990,81,84,82,69,83,68
K10990,76,86,103,81,87,69
K03626,5744,7029,6779,6298,5855,6349
K17969,444,606,566,765,750,998
K00002,0,0,0,2,0,0
K14682,1349,1606,1422,1406,1378,1693
K19347,196,223,209,257,273,265
K21760,81,107,108,116,129,113
K21760,73,107,89,132,151,142
K16302,466,607,497,2476,2229,2495
K16302,446,587,498,2420,2152,2547
K02967,1,0,0,1,1,1
K20547,24,13,9,9,12,15
K20547,5,2,3,9,5,0
K20547,284,432,364,252,221,314
K00430,45,36,23,29,25,40
K00430,19,25,23,15,24,30
K00430,7,10,7,6,6,3
K17822,5,3,6,2,4,5
K01047,0,1,4,0,2,0
K01047,0,0,2,0,0,0
K01047,0,0,1,0,0,1
K00948,652,870,916,878,819,949
K00948,716,899,818,865,819,927
K22651,402,519,440,752,760,1100
K02964,7613,9769,9726,10024,9059,10096
K12625,445,493,440,331,272,341
K12625,384,484,454,297,264,357
K00430,51,57,27,8,17,12
K00430,139,180,75,98,98,132
K00902,548,716,572,970,1066,1218
K18586,533,638,571,498,536,550
K09562,205,261,190,431,431,544
K09562,223,236,208,437,466,506
K09562,209,242,213,475,400,532
K09562,182,269,209,498,424,555
K08819,896,1121,1211,1055,1016,1175
K13065,107,161,135,203,152,208
K11971,528,666,512,840,897,1103
K11971,224,255,253,331,408,401
K20368,573,586,605,624,636,742
K04035,11733,14952,13822,9234,10581,9294
K06316,357,397,442,280,325,304
K00279,1569,2011,1511,776,837,972
K10746,294,314,368,233,222,171
K00430,61,84,72,70,79,87
K00430,19,35,10,21,25,28
K00430,41,48,29,24,28,32
K20623,152,193,198,114,99,124
K03377,2,5,6,4,4,0
K00430,5,3,4,13,8,17
K08851,111,126,133,93,97,78
K08851,107,135,126,104,108,92
K05666,5,6,10,4,4,4
K05665,1,0,0,0,0,0
K06816,1269,1587,1181,1731,1686,1845
K06816,1313,1504,1228,1683,1689,1811
K15400,1782,2002,1772,795,961,747
K03549,293,376,361,591,591,589
K03549,279,368,388,525,587,570
K05294,526,661,613,587,604,592
K05294,478,629,606,591,537,619
K12871,127,146,156,102,100,114
K09122,575,788,668,571,604,694
K09122,482,638,576,510,552,709
K22767,162,214,246,283,218,285
K22767,196,210,241,271,215,282
K24406,24,56,36,60,41,80
K00940,904,1205,1130,971,856,966
K01520,88,120,141,160,150,132
K12479,362,437,376,466,477,472
K20715,8816,11488,9543,7506,8379,8526
K03023,121,175,140,87,82,100
K14805,102,114,105,82,89,79
K14805,83,107,103,83,87,77
K14805,80,127,110,89,80,82
K06063,450,624,565,601,672,713
K06063,467,624,520,563,660,722
K08838,820,1141,999,1204,1401,1610
K11805,865,1230,1138,3168,3103,4295
K01051,2358,2888,2580,847,1030,895
K10636,688,880,753,714,726,819
K10636,620,918,738,734,754,814
K07893,1113,1396,1277,1187,1295,1454
K07893,1324,1455,1418,1379,1378,1559
K03686,283,356,381,557,570,701
K00430,120,143,91,80,79,92
K00430,43,49,31,33,26,45
K01640,318,484,376,798,698,873
K01640,273,332,284,608,602,763
K01640,318,405,337,784,712,876
K01640,307,445,404,746,700,875
K00799,284,400,364,3375,3377,3924
K00799,300,402,356,3385,3344,3937
K08238,3219,4892,3685,4855,5454,5998
K14648,240,286,273,220,226,219
K14648,268,326,312,257,268,269
K14648,227,295,260,247,242,253
K14648,227,277,267,211,257,273
K14648,218,297,249,210,253,288
K20115,647,675,677,544,562,601
K18482,244,306,253,556,519,600
K18482,281,314,281,580,476,560
K02692,10369,12129,11928,9711,10087,10712
K12876,983,1173,990,1144,1032,1179
K12795,686,880,789,796,826,868
K12795,706,881,749,834,811,940
K03883,182,172,184,165,157,69
K00430,33,72,27,58,40,47
K00430,45,66,39,46,38,66
K00430,158,313,149,220,194,271
K00430,10,15,4,7,6,13
K00430,40,62,38,42,41,57
K10572,71,112,79,152,151,185
K02981,2523,2763,2792,2440,2622,2768
K10866,478,491,589,295,286,319
K08819,746,998,868,1139,1001,1107
K02929,27,27,27,33,37,29
K02929,158,154,156,124,141,170
K08857,2621,3027,2587,1178,1347,1270
K07052,126,148,160,125,166,166
K07052,131,163,149,149,165,153
K15287,4124,6295,5128,1717,1082,1545
K16912,495,618,552,428,473,380
K14809,278,373,274,243,331,263
K06670,731,874,762,634,689,788
K06927,289,362,360,215,228,259
K09548,267,329,291,248,257,209
K23345,194,246,246,109,126,131
K00430,41,48,48,51,43,62
K03305,136,132,153,263,223,312
K14548,840,947,951,715,743,740
K02981,3117,3533,3622,3140,3323,3486
K10572,65,75,63,88,58,82
K00766,547,711,532,1054,1084,1210
K02961,2260,2920,2535,2292,2225,2691
K13101,488,642,456,474,592,608
K13101,461,610,479,472,587,588
K13947,101,140,113,133,150,166
K13947,993,1503,1073,3138,2811,3664
K13947,5,0,1,1,0,0
K17525,1627,2053,1756,1916,2077,2093
K15172,775,942,824,379,389,357
K15172,2037,2494,2361,1875,1924,1886
K16274,437,566,421,694,650,749
K17991,1,5,2,7,1,5
K06176,1,2,1,0,1,0
K18881,883,1043,961,952,838,1018
K04083,181,182,201,299,279,338
K04083,172,176,170,284,251,307
K04083,169,179,192,279,296,338
K01188,640,743,787,671,672,583
K09103,5,12,4,3,4,5
K16675,4007,4379,3946,3257,3435,3661
K24193,379,504,405,818,939,1016
K06091,8,11,12,4,6,3
K06091,11,11,8,6,5,4
K06091,5,11,13,2,6,3
K01262,142,144,180,91,95,91
K00166,5256,6662,5272,5268,5618,7052
K08679,67,101,60,71,69,75
K05288,398,561,560,479,468,475
K02894,229,273,351,300,242,276
K17424,289,296,289,183,221,222
K00103,1,2,1,0,0,0
K17908,175,255,215,160,218,281
K17908,154,236,192,156,199,208
K02916,691,813,858,560,532,480
K14307,29,37,51,15,20,16
K14307,35,25,43,17,29,17
K14307,18,18,32,17,14,16
K14307,28,23,36,24,25,25
K14307,35,38,38,23,22,26
K14307,27,27,22,14,11,13
K21989,3457,4316,3432,2280,2706,2638
K09834,300,276,332,224,191,216
K20476,805,1039,963,910,932,1002
K08341,4048,4977,3889,5207,4778,6009
K03011,229,310,249,361,383,427
K13513,445,612,467,1358,1385,1601
K13065,0,0,0,36,33,70
K13065,66,111,101,185,176,164
K11270,466,595,592,673,752,976
K18164,394,595,518,384,340,344
K02899,1695,1859,1769,2034,2075,2667
K12580,806,952,870,773,843,878
K12580,789,957,899,850,865,888
K10527,253,312,321,237,303,275
K10527,248,323,302,224,287,289
K17868,71,123,130,76,79,104
K11805,60,93,134,166,156,154
K23095,302,328,347,216,206,261
K23095,278,358,348,221,197,207
K00430,17,30,19,3,7,8
K00430,25,15,9,6,7,29
K16065,2546,3294,2898,2157,2301,2308
K11699,0,1,2,0,0,0
K06675,103,107,145,155,131,158
K10750,52,51,57,78,90,108
K10750,51,62,61,85,86,91
K23543,175,225,152,261,218,299
K11147,458,763,666,863,804,933
K00616,28,29,29,5,9,21
K10770,152,153,155,69,83,75
K10770,141,153,175,58,76,63
K10770,147,153,171,57,73,74
K07766,2564,3187,2829,2084,2358,2571
K03325,1697,1862,1867,2101,2319,2283
K05665,773,1016,836,708,735,862
K00430,13,17,8,6,10,13
K13066,14,9,14,1,4,1
K13066,147,118,156,34,38,22
K00430,610,647,496,622,531,725
K00430,58,52,24,27,29,41
K15634,69,121,89,87,75,86
K15634,71,94,83,80,85,81
K16297,2,3,2,31,11,23
K16297,0,0,2,18,11,23
K15102,78,72,107,196,178,224
K12192,426,557,535,481,460,431
K12191,443,513,451,439,453,495
K02331,735,875,854,503,655,551
K24418,572,744,711,322,328,321
K03028,862,1219,1049,1198,1189,1278
K03028,874,1142,994,1135,1216,1168
K00430,1,1,0,25,10,11
K01904,537,679,660,1021,892,984
K14638,1,0,3,0,0,0
K00430,184,262,149,188,212,267
K00521,7,6,3,1,2,1
K00521,6,5,5,1,0,1
K03781,63,53,133,111,78,36
K03781,4,9,1,4,13,1
K09580,2389,3350,2633,2006,2484,2311
K23002,280,360,391,253,302,265
K04649,1099,1351,1283,1521,1608,1776
K01076,1241,1525,1305,1200,1433,1541
K09699,3676,4187,3689,4391,5165,6013
K11097,1036,1292,1291,1098,1069,1266
K00670,233,281,267,170,185,173
K00670,237,308,268,163,161,186
K06269,1103,1241,1080,1076,1073,1242
K06269,1075,1244,1056,1096,1126,1245
K06269,656,788,636,652,680,734
K00774,256,405,373,316,286,365
K00774,255,420,380,334,303,356
K01054,114,161,121,274,330,357
K04569,842,1058,889,1961,2022,2534
K08516,2196,2469,2130,2234,2493,2805
K00430,1,11,1,7,1,1
K00423,304,351,441,364,383,387
K02575,6,3,1,4,8,12
K05391,1244,1449,1324,1707,1699,1861
K05391,1193,1378,1238,1634,1705,1897
K05391,1165,1378,1321,1693,1694,1912
K11816,0,0,0,0,0,0
K00430,1,2,3,0,1,4
K00430,0,1,2,3,0,0
K00430,12,9,9,5,12,19
K03320,689,853,681,595,611,554
K17800,1502,1773,1542,1438,1517,1525
K15104,37,57,62,910,912,1222
K00736,241,387,259,466,541,647
K22683,34,40,40,60,65,83
K24634,134,181,207,106,113,90
K24634,125,185,203,127,83,106
K24634,125,190,207,103,106,106
K01530,630,701,696,1322,1416,1593
K01530,655,719,644,1410,1433,1600
K11128,331,436,440,306,316,286
K03787,2848,3456,3088,2442,2481,2653
K08287,181,269,259,309,287,314
K08287,183,243,235,294,297,308
K08287,197,226,253,301,286,314
K08287,206,231,216,325,285,323
K08287,217,237,251,295,283,322
K08287,196,244,217,306,287,336
K02835,716,851,886,887,830,899
K01190,1026,1094,1158,869,930,946
K02921,2759,2793,3533,3061,2821,3124
K00382,1151,1260,1392,1122,1070,954
K00133,491,672,648,875,836,871
K02160,149,161,130,86,95,96
K16755,39,47,56,14,23,23
K17301,2910,3538,3188,3491,3483,3718
K19678,8,7,9,4,3,2
K19678,11,9,8,5,4,2
K19678,9,10,9,1,1,0
K17849,0,0,0,0,0,0
K10534,142,207,150,237,307,352
K22374,1260,1752,1213,1348,1365,1877
K19706,1695,1968,1693,3050,3715,3823
K08734,46,49,39,43,59,45
K08734,39,35,37,33,62,49
K01464,425,605,547,298,330,314
K01052,7,5,2,2,5,2
K05280,168,267,303,757,834,1130
K18368,259,331,321,214,144,232
K04802,3,5,6,0,1,3
K14324,379,570,431,547,461,468
K14324,360,528,427,500,405,447
K08235,0,1,1,0,1,0
K13065,54,51,42,2270,1820,2681
K00273,0,0,0,0,0,0
K14536,386,394,411,580,605,656
K10727,58,60,81,48,43,45
K20285,2,1,2,3,0,0
K15446,44,71,91,108,99,93
K11979,276,296,310,399,476,512
K01693,457,612,516,900,884,1068
K01094,238,366,257,132,165,172
K13171,32,39,34,15,26,32
K00430,39,59,42,79,54,108
K14638,29,62,30,7,21,21
K14638,39,59,38,16,13,14
K14638,260,318,267,100,110,100
K14638,258,326,290,94,119,118
K14638,227,317,260,79,104,124
K17399,590,833,669,359,374,377
K02295,138,200,212,230,225,226
K09873,0,0,2,0,1,0
K13153,42,37,32,31,30,34
K13153,67,56,93,66,51,75
K13984,52,58,40,29,40,41
K20623,779,1198,969,759,787,795
K17600,1315,1460,1418,1430,1506,1666
K01568,3,14,14,6,8,7
K02978,11310,12908,14400,13881,13134,14547
K07739,346,432,419,341,288,273
K02921,4164,4989,5736,5342,4466,5395
K23362,480,689,554,391,388,401
K10680,1056,1368,1197,1979,1730,2181
K06669,358,439,516,310,337,357
K03070,2115,2118,2307,1186,1336,1109
K01433,196,213,207,151,174,202
K01433,154,182,222,188,190,189
K01433,206,232,228,176,201,187
K01433,175,208,209,190,212,177
K12824,781,899,886,543,577,484
K03526,1900,2169,2127,1974,2091,2073
K03527,1423,1771,1630,1749,1674,1634
K07517,138,181,125,111,121,119
K01277,1,1,1,1,0,0
K01277,429,304,471,238,274,250
K01277,429,280,471,264,290,290
K18995,188,253,255,227,278,279
K18995,216,287,275,281,259,254
K21777,297,373,430,113,99,80
K03094,4764,4693,4556,4478,4896,5186
K01800,213,231,191,295,280,323
K01800,221,233,207,284,291,319
K01800,235,248,223,299,258,290
K01800,190,225,239,259,311,255
K14797,332,414,341,300,358,374
K11816,0,1,0,0,0,0
K13065,56,80,54,57,57,71
K13065,39,53,51,43,43,61
K13065,29,47,46,26,52,71
K16329,386,486,455,312,303,386
K05579,299,818,944,679,759,674
K05580,82,181,285,127,187,179
K05578,34,83,98,68,87,71
K11699,328,375,363,346,358,379
K11699,332,398,344,319,381,370
K11699,354,375,389,331,336,346
K03531,2067,2274,2021,2049,2231,2418
K14709,294,411,372,441,372,396
K14709,297,445,368,442,324,450
K14709,297,397,366,419,370,375
K14709,295,394,354,391,361,370
K01835,2111,2866,2431,2368,2408,2444
K00721,542,645,670,487,426,468
K03676,944,1288,902,513,547,650
K15443,392,428,418,274,377,344
K00033,1895,2679,1769,13912,15476,19590
K05542,138,146,109,172,217,194
K03125,0,1,0,0,0,0
K03125,0,0,0,0,0,0
K00430,344,411,339,520,474,716
K00430,1797,2448,1566,7552,6322,8427
K02575,2,0,1,1,3,1
K01052,37,43,44,40,18,57
K00430,94,149,80,94,99,127
K00430,99,133,68,96,86,102
K00430,84,172,82,113,106,136
K00430,42,47,18,47,35,69
K02575,0,1,1,1,1,4
K02575,0,0,1,0,1,0
K02575,0,2,0,3,1,4
K20623,887,1025,1151,257,308,144
K18624,690,822,727,561,553,621
K18624,710,832,705,583,567,587
K18160,322,387,413,304,276,314
K00279,73,81,59,30,46,33
K10401,80,69,93,48,44,61
K10401,54,69,110,55,44,56
K23541,714,1001,787,876,727,932
K02703,2457,2405,3241,3744,3086,850
K02147,11001,12557,11512,10791,11057,11771
K18447,168,189,227,153,166,214
K01915,48,87,56,52,50,79
K17782,128,148,118,245,212,249
K17782,151,166,140,272,247,262
K11414,150,191,163,333,305,371
K03046,93,202,246,152,230,167
K05955,485,607,616,564,534,669
K01557,233,346,312,524,474,588
K05815,0,0,0,0,0,0
K24205,1066,1247,1076,1573,1616,1923
K24205,1155,1356,1282,1713,1782,2085
K00850,1280,1605,1166,1030,1136,1234
K23788,670,878,733,757,792,902
K23788,686,878,758,771,796,794
K23518,172,216,192,285,289,363
K23518,192,215,195,246,269,347
K03177,100,112,97,64,73,71
K14026,889,1119,983,1204,1238,1399
K14026,895,1114,1035,1202,1192,1458
K06923,0,0,0,0,0,0
K00521,0,0,0,0,0,0
K14497,0,0,0,0,0,0
K14497,0,0,0,0,0,0
K14497,0,0,0,1,1,2
K20473,811,913,834,747,801,852
K04600,223,228,238,154,168,144
K10420,5,5,3,1,2,4
K11806,317,343,337,202,207,224
K10143,875,1023,905,838,800,856
K10143,861,1023,934,845,859,848
K17808,122,161,159,99,88,67
K17808,113,165,149,84,106,88
K23333,1304,1448,1252,1229,1360,1433
K22683,12,7,5,7,5,7
K22683,8,20,13,6,22,7
K00430,734,879,541,750,653,898
K00430,11,16,3,16,13,21
K00430,1,2,1,1,1,5
K00430,71,108,58,108,55,133
K11324,0,0,0,0,0,0
K00616,28,24,14,24,20,20
K00616,25,31,19,39,45,56
K00616,8947,11331,9757,5893,6343,6787
K00888,7,11,12,1,0,1
K09286,1654,2273,1790,1204,1463,1728
K13449,257,258,269,263,271,283
K13449,0,0,0,0,0,0
K11094,326,327,374,311,329,303
K15305,561,679,641,584,549,691
K15305,2443,3125,2690,2415,2546,2739
K24139,1422,1844,1453,1756,2004,1946
K03104,256,326,368,306,288,335
K13216,255,315,311,245,245,307
K13216,264,300,311,233,251,260
K20623,36,25,27,14,26,23
K05290,127,171,181,92,96,121
K16743,733,928,820,1055,1150,1267
K06180,57,69,70,60,56,54
K06180,39,79,79,55,65,50
K05290,3,9,6,1,1,1
K09480,294,337,326,644,785,824
K06176,96,127,99,30,31,18
K15171,244,269,266,237,221,213
K08332,0,0,0,0,0,0
K23978,157,235,187,170,200,265
K05575,17,58,40,28,49,45
K17600,8,3,14,4,4,6
K17600,8,2,4,1,0,3
K14786,446,572,482,500,544,540
K17422,467,599,659,429,407,444
K01011,123,155,138,139,137,130
K00602,776,859,1009,475,531,473
K16449,0,0,1,0,0,0
K24400,0,1,0,0,0,0
K17808,191,278,257,192,202,247
K23504,35,40,40,76,62,65
K05613,39,68,62,260,284,378
K14684,932,1088,945,833,881,903
K01307,186,178,160,142,172,140
K12589,114,124,160,132,114,93
K12877,948,1144,1075,827,887,913
K17619,8,25,26,4,6,4
K18368,173,233,185,126,146,161
K24729,20,14,17,56,67,88
K13207,467,573,575,583,641,698
K13207,364,487,445,517,423,448
K10408,295,379,256,215,182,272
K10408,302,363,250,210,180,272
K10408,273,395,258,226,202,230
K10408,277,377,261,201,196,230
K10408,323,347,254,215,195,266
K10408,309,320,285,208,195,255
K10408,8,12,10,6,2,5
K01915,297,373,258,205,212,253
K00430,33,35,41,28,23,36
K00430,251,351,163,212,276,334
K10408,0,0,0,0,0,0
K00430,11,16,9,17,10,14
K00786,0,0,0,0,0,0
K01363,1419,1733,1328,1020,1096,1308
K02206,0,0,3,0,0,0
K00430,0,3,0,0,1,1
K00430,107,107,60,36,75,86
K00430,5,1,0,0,0,0
K00430,2,4,3,2,1,3
K00430,2,0,0,0,1,1
K00430,7,3,2,3,1,3
K00430,5,1,1,7,5,3
K00430,12,18,8,28,22,45
K00430,325,433,297,337,277,457
K03320,0,1,1,0,0,0
K10686,423,503,434,352,370,319
K02837,1201,1566,1363,1712,1571,1769
K05906,613,827,861,517,501,537
K02838,1129,1304,1273,827,912,833
K01874,723,950,908,606,583,572
K03217,227,344,298,292,318,291
K24104,118,139,112,133,132,175
K24104,109,146,113,156,130,144
K00472,356,475,446,449,439,512
K00514,687,835,782,716,683,721
K00514,613,866,736,678,655,770
K00514,659,818,728,621,711,722
K11583,529,690,690,516,570,622
K11583,573,653,639,559,565,626
K01052,2,9,2,1,2,3
K04354,1036,1265,1042,977,977,1104
K04354,995,1228,1047,901,1008,1044
K04354,629,654,655,502,582,604
K17506,899,1254,1092,1767,1645,2137
K17506,1059,1406,1142,1977,1894,2425
K16587,63,52,82,57,41,38
K16587,53,69,62,44,64,45
K16587,57,62,46,33,50,37
K16587,68,61,65,35,37,35
K16587,46,60,68,36,45,35
K02721,4234,5555,5212,3369,3123,3463
K06678,18,36,46,32,42,28
K06678,18,27,39,44,25,24
K22746,2512,3228,3119,2316,2673,2408
K22746,2655,3221,3176,2432,2697,2456
K16903,81,100,118,163,202,199
K04715,51,72,53,65,56,59
K04715,60,65,58,46,64,64
K04715,70,59,55,44,52,66
K04715,49,80,68,48,60,51
