KeggID,C1,C2,C3,Cd1,Cd2,Cd3
K01183,165,199,228,123,119,159
K03127,144,151,137,139,144,150
K03127,141,183,167,141,127,159
K03127,33,55,49,27,40,41
K24741,825,939,966,918,878,1018
K23280,881,1078,915,914,994,1033
K23280,1043,1406,1089,1028,1158,1387
K23280,1169,1486,1169,1062,1212,1289
K13095,96,117,102,50,65,70
K15111,2921,3812,3119,1631,1904,1957
K00215,112,139,171,116,111,126
K00215,121,140,145,121,127,115
K09008,213,249,240,118,130,83
K10747,139,217,174,123,159,151
K17279,698,747,781,684,707,773
K00894,360,496,561,435,428,466
K10695,2,2,3,1,0,1
K10695,0,0,0,0,0,0
K10695,0,0,0,0,0,0
K10695,0,0,0,0,0,0
K00831,742,964,886,280,361,325
K00831,748,997,876,256,397,314
K02900,4835,5936,5840,4816,4877,5125
K13140,972,1195,1145,1170,1156,1242
K23504,799,1011,853,704,801,652
K00975,1464,2004,1666,1117,1284,1202
K14570,240,320,374,278,303,298
K15691,131,189,143,151,184,150
K15691,103,161,157,169,158,190
K10695,177,197,259,409,476,472
K07052,300,372,381,304,369,313
K02200,53,107,108,84,78,80
K02200,65,101,102,91,66,81
K02200,78,105,111,91,71,92
K03363,239,281,331,364,243,257
K03363,241,278,290,291,244,267
K24226,1,2,0,70,36,68
K24226,1,1,0,58,39,42
K01759,231,252,195,189,195,188
K01759,202,225,235,184,191,172
K01759,284,316,323,287,263,286
K01759,314,348,330,310,257,307
K10956,603,615,638,426,425,405
K01052,146,146,182,167,177,195
K03137,488,486,496,419,410,394
K12393,1896,2509,2109,2145,2178,2296
K09588,296,390,449,338,308,328
K12448,2197,2496,2335,2113,1961,2353
K11268,35,41,42,62,60,44
K11268,26,37,67,56,49,51
K00121,1697,2098,2176,3144,3250,3275
K02689,245,564,753,340,293,275
K04459,651,862,766,928,919,1070
K01176,69,94,89,58,83,67
K01176,81,99,95,69,80,72
K00919,351,430,451,394,427,541
K11799,48,49,40,25,21,32
K23408,102,138,145,127,99,128
K14572,868,888,1048,435,631,502
K03327,56,78,75,47,66,78
K06911,204,297,302,221,271,247
K00207,3599,4416,3924,4974,6060,6085
K11842,1214,1519,1570,1352,1284,1641
K01595,5141,6077,5529,3875,4037,3995
K03695,414,540,446,3179,3986,4045
K11883,315,434,360,473,556,538
K00791,525,712,522,429,455,523
K03681,204,260,220,190,251,244
K02183,185,265,258,6771,6689,8664
K17278,1703,2011,1796,2424,2349,2858
K10767,1401,1789,1575,1800,1750,1965
K03038,1717,2058,1988,2211,2168,2256
K01000,91,96,122,48,48,38
K01000,76,93,108,48,51,35
K01000,87,125,116,51,48,35
K02219,358,443,456,212,271,254
K18464,203,227,222,129,131,129
K18464,195,243,183,136,125,136
K02985,8225,10967,10783,10925,9135,11052
K02985,7176,10279,9384,9862,8053,9716
K15196,264,348,316,513,458,527
K02728,1149,1336,1303,1623,1572,1820
K16241,321,369,342,724,772,880
K22047,261,316,318,211,234,174
K22047,90,107,101,82,103,89
K16296,867,969,924,1736,1718,1857
K15178,510,609,537,377,426,408
K15178,487,577,499,413,412,378
K08915,21519,27274,23645,14387,16003,15468
K21752,270,258,245,398,399,429
K01465,281,345,336,299,256,275
K23558,1667,2110,1905,1468,1571,1500
K22991,1989,2362,1991,1970,2228,2481
K18755,20,20,49,15,22,17
K23338,72,75,80,70,57,96
K23338,123,173,150,117,137,140
K17087,2393,3146,2643,2346,2441,2490
K14832,431,527,480,232,284,231
K15175,115,172,167,184,162,176
K15175,140,184,170,171,198,181
K23562,1522,1865,1739,1346,1438,1327
K11352,912,948,1113,718,711,784
K22013,2241,2744,2335,1565,1836,2342
K12602,455,658,684,684,591,686
K17402,272,289,314,178,193,178
K01762,1245,1659,1602,1325,1099,1302
K09422,22,40,22,11,15,13
K09422,33,43,39,16,13,18
K09422,27,42,40,12,11,10
K09422,18,31,35,10,17,17
K08506,0,0,0,0,0,0
K08506,0,0,0,0,0,0
K07277,372,481,466,296,322,260
K07277,303,333,332,221,214,205
K10400,109,129,170,139,159,109
K14689,351,531,434,375,347,436
K14689,348,350,341,291,315,307
K13105,247,328,297,213,265,282
K01053,226,327,164,1008,794,1285
K15100,98,178,133,422,305,502
K13096,96,132,112,236,214,251
K12816,198,195,204,216,208,220
K12816,202,194,182,193,237,256
K11353,1222,1617,1244,1591,1631,1837
K01051,8,8,21,12,10,15
K01051,10,14,9,13,13,8
K08232,1819,2154,2029,5979,6500,7439
K01704,1798,2203,1924,3929,3885,4463
K02541,44,37,72,48,58,50
K05765,587,968,555,3649,3529,4817
K03541,15445,23680,17309,10403,10185,13308
K01802,313,366,395,280,289,332
K02882,13358,18059,17132,16694,15113,16293
K03843,300,444,388,303,340,374
K12603,629,780,727,603,574,647
K12603,602,813,745,641,622,603
K11498,12,9,9,6,7,9
K11498,4,13,20,5,10,11
K11498,12,15,20,7,11,14
K11498,6,11,7,15,5,5
K20495,3,2,1,0,1,0
K14558,239,303,260,261,303,240
K00318,259,292,269,502,593,715
K00318,289,281,306,556,535,683
K00811,877,1191,1029,1046,1059,1130
K00811,843,1173,1087,1076,1077,1086
K14840,579,587,701,493,500,618
K10777,292,284,286,377,385,398
K06694,212,255,298,183,212,241
K13566,1293,1679,1620,1574,1638,1638
K11593,3817,4573,4113,3175,3378,3188
K03116,982,1170,1133,762,808,809
K10601,1195,1333,1245,1020,995,986
K10258,922,1164,1352,1186,1163,1090
K02952,1733,2412,2218,1581,1515,1620
K08740,2,0,2,3,0,0
K00860,40,49,36,48,62,55
K23869,73,88,74,106,186,176
K23869,64,104,82,109,154,176
K00511,2463,3169,2691,2790,3247,3395
K03264,700,820,900,1218,1186,1282
K07297,242,323,262,527,534,676
K07297,259,297,274,474,523,615
K13448,1287,2186,1779,3171,3620,4527
K14436,771,927,911,816,845,892
K06634,149,138,154,153,107,126
K10733,111,120,145,119,136,156
K18669,42,45,45,29,28,26
K18669,39,31,44,39,23,31
K18669,43,39,36,20,37,30
K18669,42,46,37,26,31,29
K01778,566,665,603,362,394,392
K01778,500,646,578,383,360,408
K02943,257,320,307,143,144,149
K18979,6,21,33,5,4,8
K14311,460,480,533,337,302,246
K08507,456,592,455,477,519,485
K01738,570,657,515,442,421,474
K04505,296,369,325,343,413,390
K00809,840,992,995,640,708,761
K01738,435,522,461,317,313,422
K01738,379,476,414,246,314,354
K03322,1791,2419,1935,2333,2394,2623
K00888,2270,3107,2589,2558,2900,2998
K02135,1918,2224,2291,1967,1822,2249
K02926,1784,2272,2122,1915,1823,2025
K15377,363,386,344,709,807,900
K08496,364,474,397,478,478,608
K02925,26007,31650,30701,28486,27275,29153
K03106,1610,1694,1811,1653,1712,1827
K15040,7422,9355,8066,8633,7480,8964
K14709,162,149,140,361,289,358
K10471,10,22,18,2,5,8
K08495,301,301,345,363,376,388
K10639,0,0,0,0,0,0
K10639,0,0,0,0,0,0
K10639,0,0,0,0,0,0
K01115,38,40,35,27,22,50
K23288,1830,2052,1993,1505,1606,1580
K14724,245,330,339,337,331,378
K14724,271,332,340,307,330,318
K22913,831,967,864,643,774,765
K15223,701,802,735,842,837,930
K00786,597,691,674,464,479,434
K03014,131,122,190,53,74,85
K03014,158,172,221,95,108,89
K18465,462,528,537,378,391,361
K24193,930,1181,968,5377,5284,7559
K16075,1032,1261,1191,813,821,899
K14778,203,227,220,173,181,203
K14834,822,1164,1214,762,775,763
K16908,201,197,186,114,113,115
K14509,985,1258,1227,1042,1136,1172
K24730,786,1094,914,771,782,835
K19680,130,151,128,129,82,111
K19680,142,164,123,107,124,99
K19680,7,6,7,1,3,0
K05280,109,134,232,142,120,92
K18726,713,902,738,717,789,835
K20353,1452,1755,1603,1734,1914,2102
K11827,391,499,431,430,328,440
K15745,103,128,125,61,74,92
K15745,83,115,100,67,75,89
K15745,85,102,113,81,77,95
K17776,402,477,533,253,311,302
K08790,1255,1558,1404,1005,1000,1123
K08790,1112,1385,1162,915,899,1042
K09571,1300,1560,1654,4900,4643,5168
K15208,68,96,77,51,60,52
K15208,54,95,71,56,60,72
K15208,68,89,88,52,70,49
K15208,67,78,68,37,64,61
K15208,61,112,80,54,55,69
K15208,50,92,70,45,57,71
K15208,64,86,99,46,56,67
K05293,198,250,240,122,177,148
K03798,2051,2621,2390,1876,2366,2394
K17839,1858,2583,2085,2301,2202,2489
K17290,1414,1862,1275,903,967,1162
K00627,2005,2569,2386,1776,1735,1783
K03358,13,17,4,16,9,24
K03358,15,13,14,10,5,17
K03358,13,6,8,18,2,10
K02931,1318,1532,1447,1178,1216,1214
K07640,504,604,630,255,282,273
K09286,2266,3800,3108,1301,1654,1793
K01259,387,488,451,563,441,549
K01259,571,656,700,782,654,776
K12873,324,344,352,281,239,283
K10293,78,114,118,98,123,120
K10293,92,96,144,102,125,97
K10293,118,108,128,116,104,97
K10293,99,95,107,81,94,118
K01404,999,1355,1173,1055,1108,1167
K18059,2428,2820,2481,2650,2625,3121
K06110,1429,1709,1647,1671,1581,1700
K20607,748,866,743,647,644,676
K10352,29,35,43,60,56,34
K12879,814,1017,991,634,713,769
K12879,776,963,939,675,727,693
K00224,3327,3648,3231,3545,3148,3819
K00224,1383,1649,1552,1481,1377,1612
K00224,1110,1289,1345,1145,1162,1274
K10891,32,36,32,21,28,26
K10891,35,33,55,16,27,29
K10891,30,45,58,18,37,21
K10891,20,36,50,18,29,17
K00422,7,9,12,35,14,27
K06962,149,185,157,177,181,155
K00052,741,1109,1038,637,670,739
K01179,50,57,32,78,83,79
K01179,318,429,335,707,695,852
K12883,274,364,279,117,131,121
K17785,606,738,704,705,744,798
K17785,589,667,713,716,758,791
K23327,305,350,378,356,405,410
K23327,291,360,372,379,385,441
K23327,255,328,374,400,382,428
K02470,388,447,501,279,392,353
K01853,1125,1138,1114,1082,1026,904
K12832,330,368,393,243,228,222
K00383,547,597,626,671,735,713
K16570,186,247,264,353,381,449
K16570,195,274,242,375,431,431
K07375,18685,23271,20817,14739,14401,14975
K21919,754,972,938,609,670,710
K14412,485,594,522,992,930,1118
K18195,77,84,102,36,49,41
K18195,86,91,98,37,56,43
K18195,96,76,88,46,52,48
K18195,67,95,100,54,59,55
K08235,25,34,30,23,25,15
K09873,64814,84108,68121,61999,57188,64109
K13156,584,575,650,455,579,524
K00830,7046,7948,7408,4780,5928,5222
K20818,349,454,308,300,345,326
K00943,596,709,598,375,463,507
K23977,576,697,621,626,642,721
K07890,330,513,403,562,642,630
K07890,363,509,407,609,655,689
K02890,319,414,370,235,222,263
K12820,553,625,622,1067,991,980
K12605,413,470,485,366,375,395
K12605,407,519,486,365,376,358
K12605,379,485,483,370,380,410
K12605,400,475,447,366,348,408
K00888,388,449,403,642,692,678
K11271,290,427,354,302,328,357
K03872,2087,2322,2461,1870,1783,2014
K00729,0,3,2,2,0,3
K01792,3746,4597,3881,2703,2763,2983
K00231,1656,1943,1866,1745,2179,2005
K10896,49,66,74,78,59,51
K11294,772,969,945,791,795,664
K11294,744,927,884,755,732,697
K11294,789,923,898,832,714,756
K11294,710,897,907,798,773,721
K11294,792,931,901,802,750,731
K11294,805,973,831,766,720,716
K11294,768,933,883,772,751,685
K01714,659,834,804,667,708,848
K12449,1,1,1,0,0,0
K15414,427,522,523,373,383,419
K15414,449,541,491,358,407,374
K14948,365,460,470,376,375,369
K14948,382,459,497,402,353,430
K14948,401,488,444,383,331,399
K14948,381,452,460,369,400,406
K11664,76,70,73,84,118,88
K11664,52,59,83,98,120,98
K11664,74,78,72,93,133,98
K10767,274,340,311,173,188,180
K19759,249,343,314,261,249,230
K20306,830,903,884,711,600,667
K01802,1326,1767,1738,1497,1208,1368
K12858,246,298,296,252,266,257
K12858,245,278,288,280,240,275
K12858,241,299,292,206,239,255
K12858,240,286,293,253,253,229
K08341,1870,2208,1955,2334,2444,2793
K08341,1984,2206,1998,2271,2422,2862
K14638,90,110,81,81,75,73
K14830,257,368,264,210,237,225
K04077,2727,3122,3201,3427,3673,3819
K13347,231,257,263,205,233,245
K12493,84,144,124,159,154,191
K12396,117,123,124,102,107,113
K12396,120,136,137,115,117,129
K12396,115,124,123,95,106,121
K12396,126,142,110,101,107,117
K15177,851,1139,1121,743,740,787
K13146,66,114,115,82,70,77
K13146,78,93,93,85,62,64
K13146,68,96,116,76,72,70
K13146,91,118,104,79,70,81
K14408,615,671,680,376,472,443
K01302,743,869,847,573,671,582
K15109,157,207,224,287,250,346
K00454,304,459,263,868,820,1107
K15032,356,459,400,281,358,324
K11976,0,0,0,0,0,0
K11976,0,0,0,0,0,0
K11976,0,0,0,0,0,0
K10481,3,7,11,0,1,1
K01581,9187,11602,8889,11990,12165,14589
K22559,50,62,80,39,59,52
K22559,62,66,63,46,63,61
K22559,50,58,83,43,53,58
K19366,310,408,354,225,245,275
K13984,386,413,472,160,142,125
K06173,72,103,94,49,48,54
K13448,297,362,314,320,280,386
K08342,10,8,8,3,12,12
K01410,188,214,212,164,163,165
K13065,12,47,46,17,22,29
K02878,13,55,63,66,48,41
K01183,158,290,228,608,561,644
K02883,12524,15573,15676,14560,14149,14424
K15032,285,368,350,368,340,437
K03124,316,471,431,524,496,608
K14085,7480,9666,8336,4570,5312,6100
K23569,408,542,464,500,556,538
K14406,306,375,427,329,295,309
K00915,404,499,430,499,497,620
K16547,409,481,518,370,451,354
K13680,4660,5733,4728,3633,3560,3367
K13680,4608,5680,4704,3601,3484,3265
K13113,1016,1138,1181,860,889,1027
K01698,2246,2497,2525,2128,2277,2057
K00592,185,230,220,164,160,183
K19757,8,8,8,4,4,2
K23643,636,800,697,517,544,582
K09013,480,551,535,562,611,630
K00430,3,7,4,6,7,13
K10403,135,228,215,68,55,35
K01868,1159,1306,1324,1378,1457,1509
K04523,553,721,536,705,686,736
K04523,537,704,556,729,684,743
K04523,599,727,552,664,696,671
K04523,554,693,583,644,679,734
K22912,3133,3950,2983,9156,9622,12159
K10406,473,609,526,873,1050,982
K01507,612,859,638,1250,1402,1743
K02935,763,1084,887,744,840,850
K05305,434,493,477,787,800,1002
K11593,121,162,143,230,259,246
K17822,814,1003,968,777,799,856
K22910,0,1,0,0,0,0
K17756,664,892,690,555,587,699
K12472,1642,1895,1801,1844,2069,2007
K06990,810,1110,994,1008,790,1025
K13110,66,76,68,34,62,45
K13110,74,78,72,34,43,43
K13110,74,56,78,36,44,50
K13110,71,65,75,36,49,52
K12663,401,489,397,396,357,424
K02892,160,170,198,173,170,231
K17866,152,191,164,152,143,127
K00873,177,227,253,130,111,122
K03538,197,221,206,108,110,145
K01784,208,276,298,471,407,393
K14294,374,492,474,475,488,569
K00703,343,364,353,274,262,180
K00703,386,394,347,256,238,173
K00703,349,373,377,290,276,174
K00703,301,333,324,235,222,189
K00703,322,348,320,268,259,159
K02905,3922,3892,4888,3797,3748,4216
K02905,3794,3855,4936,3676,3843,4163
K13648,337,372,377,404,454,434
K01872,2751,3175,3012,4201,4274,4544
K06072,293,320,277,264,258,299
K06072,228,336,278,251,269,246
K13679,538,886,830,296,485,364
K08193,873,1161,1183,2563,2247,2828
K02876,1515,1799,1866,1347,1409,1434
K20359,1883,2417,2140,2527,2666,3226
K22763,660,856,756,1142,1071,1353
K09131,281,335,340,479,389,529
K03521,506,490,476,367,365,377
K22390,93,117,153,102,82,106
K04075,363,332,379,237,248,250
K14833,486,594,595,446,567,476
K10393,571,670,631,817,871,828
K10393,600,675,618,770,785,832
K24333,13,18,12,5,8,10
K24333,9,20,24,5,4,7
K14300,334,400,391,640,726,827
K14300,334,402,361,656,719,846
K12662,403,481,444,343,446,438
K16284,670,826,792,662,635,761
K14315,299,298,367,386,385,348
K02693,9314,10269,11030,8505,8556,9466
K03644,800,1010,935,819,756,821
K11699,168,205,210,149,158,138
K12669,730,897,816,961,941,1106
K05016,962,1233,1250,1272,1151,1309
K09338,1572,1610,1732,865,772,676
K09338,1017,1171,1086,623,569,487
K17541,1021,1244,1191,1007,1158,1101
K14831,196,244,288,293,272,268
K19269,73,81,107,118,104,90
K05389,219,265,229,293,313,365
K19562,998,1169,1177,335,426,364
K22824,57,73,84,65,61,59
K22824,74,71,67,61,77,66
K22824,67,70,72,69,62,57
K22824,53,64,94,76,64,69
K22824,57,65,92,66,69,62
K22218,456,696,555,540,585,633
K14423,23,26,33,34,37,20
K01915,12511,14837,12051,8420,10468,10901
K09651,191,173,171,766,699,877
K15340,97,104,116,80,100,122
K14498,3105,3785,3337,2566,2549,2852
K12847,200,220,246,224,225,246
K09422,254,300,275,641,624,665
K07374,5383,6725,5718,6198,5517,6551
K07374,5446,6790,5809,6229,5513,6496
K22911,386,451,380,296,302,337
K10590,635,706,624,475,536,523
K10590,572,681,601,461,514,549
K10590,614,704,639,443,511,527
K10590,573,643,620,417,528,518
K10590,532,699,647,483,569,541
K10590,615,779,576,467,511,506
K01179,12733,16557,14251,13073,13467,14319
K01176,39,35,36,19,32,32
K01176,20,10,26,7,13,22
K18170,295,315,361,438,407,454
K01462,679,847,800,723,695,707
K20069,672,739,733,550,457,520
K01053,880,1357,1066,327,328,396
K09191,282,293,339,186,211,206
K14794,547,632,655,655,632,624
K11206,302,353,407,253,215,225
K02109,3010,3599,3394,2990,3100,3580
K02684,32,32,62,19,29,20
K11165,136,122,138,142,150,186
K19937,441,537,486,415,343,368
K12621,822,964,902,780,732,933
K12823,1273,1659,1550,1550,1599,1731
K13066,0,0,0,0,2,0
K00383,1865,2292,2026,3967,3871,4696
K01649,1786,2054,1800,3670,3417,3829
K04123,246,348,297,122,163,118
K00264,10935,12418,10587,6962,8621,7952
K14950,1208,1510,1501,1331,1379,1334
K01951,408,515,488,365,358,395
K13545,955,1133,1036,1148,1208,1278
K17888,33,56,54,27,23,31
K09458,2804,3137,3236,2879,3083,3047
K01669,200,236,237,86,203,172
K07199,528,606,578,640,699,796
K13525,2347,2810,2354,3283,3251,3677
K00912,99,117,103,75,80,105
K15463,48,70,65,39,48,51
K12611,2619,3377,2829,1809,1894,2093
K08675,620,834,671,1415,1411,1504
K02896,4813,5090,5483,5299,5790,6573
K01738,1903,2647,2077,2640,3177,3455
K24195,44,77,82,31,50,50
K11796,914,1146,969,1011,967,1125
K03544,580,698,608,535,515,597
K03544,566,614,663,540,548,551
K03544,617,674,628,529,548,590
K12392,768,934,888,986,1004,1031
K12392,692,869,802,967,958,911
K12392,767,890,869,961,1030,949
K03453,701,895,751,885,849,954
K14684,56,48,69,141,120,124
K00521,62,53,72,121,161,105
K17744,178,197,196,137,151,165
K17744,163,212,188,123,148,161
K17725,2781,3824,3394,1997,2911,2689
K17725,2712,3787,3428,1948,2737,2770
K17725,2686,3873,3449,1888,2856,2898
K15505,12,12,17,13,13,19
K16900,10033,12425,10713,7843,8767,9259
K13511,3422,4056,3541,3126,3087,3481
K12600,352,438,435,319,354,366
K12600,376,432,405,330,376,368
K13456,1466,1894,1624,3297,3336,4263
K07204,6082,7383,5848,6666,5811,3916
K24083,888,1046,924,953,985,1183
K01897,2406,2696,2557,3362,3311,3387
K20870,574,722,589,671,706,802
K10419,4,4,3,0,2,0
K10364,608,949,775,786,846,978
K19269,113,151,142,216,182,189
K19269,433,492,519,1751,1731,2029
K10839,2285,3181,2613,2572,2604,2708
K10839,2356,3137,2709,2586,2716,2752
K06961,445,498,515,366,438,361
K01870,1326,1454,1385,1076,1034,1145
K03231,3584,5109,3764,2957,2572,3106
K01062,450,641,516,529,482,495
K23334,370,443,422,320,325,326
K23334,343,446,443,275,348,316
K04706,139,140,151,55,55,42
K04706,114,151,154,55,66,50
K04706,138,146,165,50,57,52
K05658,1147,1442,916,2043,1973,2171
K15190,63,87,83,105,107,109
K14641,4160,5121,4654,4579,4967,5823
K10578,1051,1407,1059,1607,1822,2099
K00475,460,561,570,748,707,734
K04079,5645,7190,6706,14488,15056,17300
K00030,2845,3420,2990,2555,2736,3173
K02527,55,55,88,28,33,20
K15455,980,1415,1148,1223,1164,1402
K17413,85,127,118,78,70,119
K17413,86,86,87,66,68,77
K00799,7,14,8,1,2,3
K00799,6,11,5,2,2,2
K01267,978,1181,1096,929,760,815
K03965,1155,1376,1354,1071,1105,1415
K15199,316,321,373,256,349,268
K15199,201,213,236,156,229,168
K01765,209,240,243,191,216,262
K15100,25,27,20,5,3,13
K02903,6406,7996,8087,7439,6844,7455
K02924,6963,7691,9381,8608,7392,8824
K01652,1370,1619,1319,6082,5909,7221
K00276,397,435,407,453,452,502
K00276,420,384,404,450,438,493
K11826,1085,1436,1358,1364,1386,1573
K15032,448,525,527,299,402,384
K15032,420,522,490,313,381,363
K15032,418,487,469,257,296,310
K06632,21,51,37,120,202,127
K01056,736,911,872,1105,1080,1308
K10664,532,696,537,1459,1603,2038
K08333,1065,1191,1017,1725,1777,1766
K01696,1156,1380,1308,5449,5036,6594
K17907,1065,1273,1095,2592,2484,3217
K15688,731,998,800,907,1063,1174
K02966,8081,9481,9728,9343,8771,9824
K12623,1452,1869,1563,1704,1714,1995
K09647,245,331,325,267,275,315
K01061,675,837,753,372,408,429
K00940,36,21,46,14,20,12
K06676,11,27,10,17,29,18
K06676,17,22,29,15,28,13
K12394,1504,1745,1658,1425,1377,1605
K02887,204,258,247,185,200,236
K14442,257,342,257,313,430,401
K03457,159,200,129,167,163,214
K02519,1257,1622,1371,1903,1963,2274
K00430,49,59,43,29,33,36
K24193,0,2,1,48,69,66
K24193,0,1,3,50,51,72
K24193,5,1,2,6,8,6
K11252,0,0,0,0,0,0
K11252,0,0,0,0,0,0
K16279,400,502,496,442,462,449
K16279,413,493,455,402,429,463
K16279,405,515,471,466,463,478
K20304,390,455,409,359,340,444
K08504,1221,1251,1188,1055,1049,1225
